Date,Day_of_Week,Month,Week_of_Year,Is_Weekend,Year,Simulated_Patient_Visits,Actual_Consumption,Expected_Lead_Time_Days,Medicine_Shelf_Life_Days,Min_Order_Quantity,Consumption_Lag_1D,Consumption_Lag_7D,Consumption_Avg_7D,Consumption_Avg_30D
2019-09-13,Friday,9,37,0,2019,974,452,3,730,1000,401.0,498.0,472.0,423.43333333333334
2019-09-14,Saturday,9,37,1,2019,832,483,3,730,1000,452.0,463.0,465.42857142857144,426.8
2019-09-15,Sunday,9,37,1,2019,830,447,3,730,1000,483.0,390.0,468.2857142857143,429.9
2019-09-16,Monday,9,38,0,2019,988,521,3,730,1000,447.0,599.0,476.42857142857144,430.56666666666666
2019-09-17,Tuesday,9,38,0,2019,1108,471,3,730,1000,521.0,507.0,465.2857142857143,436.1333333333333
2019-09-18,Wednesday,9,38,0,2019,991,485,3,730,1000,471.0,446.0,460.14285714285717,439.46666666666664
2019-09-19,Thursday,9,38,0,2019,1066,543,3,730,1000,485.0,401.0,465.7142857142857,442.7
2019-09-20,Friday,9,38,0,2019,1093,577,3,730,1000,543.0,452.0,486.0,447.0
2019-09-21,Saturday,9,38,1,2019,1024,358,3,730,1000,577.0,483.0,503.85714285714283,452.6
2019-09-22,Sunday,9,38,1,2019,1034,426,3,730,1000,358.0,447.0,486.0,450.06666666666666
2019-09-23,Monday,9,39,0,2019,1182,533,3,730,1000,426.0,521.0,483.0,449.8333333333333
2019-09-24,Tuesday,9,39,0,2019,1093,601,3,730,1000,533.0,471.0,484.7142857142857,455.6666666666667
2019-09-25,Wednesday,9,39,0,2019,925,524,3,730,1000,601.0,485.0,503.2857142857143,464.8333333333333
2019-09-26,Thursday,9,39,0,2019,1067,481,3,730,1000,524.0,543.0,508.85714285714283,464.46666666666664
2019-09-27,Friday,9,39,0,2019,941,546,3,730,1000,481.0,577.0,500.0,468.6666666666667
2019-09-28,Saturday,9,39,1,2019,941,478,3,730,1000,546.0,358.0,495.57142857142856,471.23333333333335
2019-09-29,Sunday,9,39,1,2019,999,465,3,730,1000,478.0,426.0,512.7142857142857,475.7
2019-09-30,Monday,9,40,0,2019,1156,573,3,730,1000,465.0,533.0,518.2857142857143,476.93333333333334
2019-10-01,Tuesday,10,40,0,2019,961,615,3,730,1000,573.0,601.0,524.0,484.73333333333335
2019-10-02,Wednesday,10,40,0,2019,921,486,3,730,1000,615.0,524.0,526.0,490.53333333333336
2019-10-03,Thursday,10,40,0,2019,1245,550,3,730,1000,486.0,481.0,520.5714285714286,491.6666666666667
2019-10-04,Friday,10,40,0,2019,978,626,3,730,1000,550.0,546.0,530.4285714285714,495.6666666666667
2019-10-05,Saturday,10,40,1,2019,870,505,3,730,1000,626.0,478.0,541.8571428571429,500.03333333333336
2019-10-06,Sunday,10,40,1,2019,1062,438,3,730,1000,505.0,465.0,545.7142857142857,501.6666666666667
2019-10-07,Monday,10,41,0,2019,1155,527,3,730,1000,438.0,573.0,541.8571428571429,499.6666666666667
2019-10-08,Tuesday,10,41,0,2019,1221,690,3,730,1000,527.0,615.0,535.2857142857143,501.8
2019-10-09,Wednesday,10,41,0,2019,1223,674,3,730,1000,690.0,486.0,546.0,511.8
2019-10-10,Thursday,10,41,0,2019,1053,559,3,730,1000,674.0,550.0,572.8571428571429,514.3
2019-10-11,Friday,10,41,0,2019,970,584,3,730,1000,559.0,626.0,574.1428571428571,516.0333333333333
2019-10-12,Saturday,10,41,1,2019,941,368,3,730,1000,584.0,505.0,568.1428571428571,520.6333333333333
2019-10-13,Sunday,10,41,1,2019,1038,570,3,730,1000,368.0,438.0,548.5714285714286,519.5333333333333
2019-10-14,Monday,10,42,0,2019,1184,608,3,730,1000,570.0,527.0,567.4285714285714,523.4666666666667
2019-10-15,Tuesday,10,42,0,2019,1149,530,3,730,1000,608.0,690.0,579.0,527.6333333333333
2019-10-16,Wednesday,10,42,0,2019,1071,627,3,730,1000,530.0,674.0,556.1428571428571,530.4
2019-10-17,Thursday,10,42,0,2019,1155,712,3,730,1000,627.0,559.0,549.4285714285714,533.9333333333333
2019-10-18,Friday,10,42,0,2019,1046,704,3,730,1000,712.0,584.0,571.2857142857143,541.9666666666667
2019-10-19,Saturday,10,42,1,2019,922,529,3,730,1000,704.0,368.0,588.4285714285714,549.2666666666667
2019-10-20,Sunday,10,42,1,2019,1117,421,3,730,1000,529.0,570.0,611.4285714285714,548.8
2019-10-21,Monday,10,43,0,2019,1003,707,3,730,1000,421.0,608.0,590.1428571428571,543.6
2019-10-22,Tuesday,10,43,0,2019,1238,623,3,730,1000,707.0,530.0,604.2857142857143,555.2333333333333
2019-10-23,Wednesday,10,43,0,2019,1152,717,3,730,1000,623.0,627.0,617.5714285714286,561.8
2019-10-24,Thursday,10,43,0,2019,1217,601,3,730,1000,717.0,712.0,630.4285714285714,567.9333333333333
2019-10-25,Friday,10,43,0,2019,1147,559,3,730,1000,601.0,704.0,614.5714285714286,567.9333333333333
2019-10-26,Saturday,10,43,1,2019,1051,639,3,730,1000,559.0,529.0,593.8571428571429,569.1
2019-10-27,Sunday,10,43,1,2019,1046,589,3,730,1000,639.0,421.0,609.5714285714286,574.3666666666667
2019-10-28,Monday,10,44,0,2019,1408,566,3,730,1000,589.0,707.0,633.5714285714286,575.8
2019-10-29,Tuesday,10,44,0,2019,1377,741,3,730,1000,566.0,623.0,613.4285714285714,578.7333333333333
2019-10-30,Wednesday,10,44,0,2019,1278,835,3,730,1000,741.0,717.0,630.2857142857143,587.9333333333333
2019-10-31,Thursday,10,44,0,2019,1157,739,3,730,1000,835.0,601.0,647.1428571428571,596.6666666666666
2019-11-01,Friday,11,44,0,2019,1296,670,3,730,1000,739.0,559.0,666.8571428571429,600.8
2019-11-02,Saturday,11,44,1,2019,1002,606,3,730,1000,670.0,639.0,682.7142857142857,606.9333333333333
2019-11-03,Sunday,11,44,1,2019,940,551,3,730,1000,606.0,589.0,678.0,608.8
2019-11-04,Monday,11,45,0,2019,1265,674,3,730,1000,551.0,566.0,672.5714285714286,606.3
2019-11-05,Tuesday,11,45,0,2019,1261,723,3,730,1000,674.0,741.0,688.0,611.9333333333333
2019-11-06,Wednesday,11,45,0,2019,1168,712,3,730,1000,723.0,835.0,685.4285714285714,621.4333333333333
2019-11-07,Thursday,11,45,0,2019,1138,700,3,730,1000,712.0,739.0,667.8571428571429,627.6
2019-11-08,Friday,11,45,0,2019,1171,795,3,730,1000,700.0,670.0,662.2857142857143,627.9333333333333
2019-11-09,Saturday,11,45,1,2019,937,626,3,730,1000,795.0,606.0,680.1428571428571,631.9666666666667
2019-11-10,Sunday,11,45,1,2019,1053,725,3,730,1000,626.0,551.0,683.0,634.2
2019-11-11,Monday,11,46,0,2019,1395,760,3,730,1000,725.0,674.0,707.8571428571429,638.9
2019-11-12,Tuesday,11,46,0,2019,1351,739,3,730,1000,760.0,723.0,720.1428571428571,651.9666666666667
2019-11-13,Wednesday,11,46,0,2019,1189,854,3,730,1000,739.0,712.0,722.4285714285714,657.6
2019-11-14,Thursday,11,46,0,2019,1247,795,3,730,1000,854.0,700.0,742.7142857142857,665.8
2019-11-15,Friday,11,46,0,2019,1346,890,3,730,1000,795.0,795.0,756.2857142857143,674.6333333333333
2019-11-16,Saturday,11,46,1,2019,1246,627,3,730,1000,890.0,626.0,769.8571428571429,683.4
2019-11-17,Sunday,11,46,1,2019,1134,730,3,730,1000,627.0,725.0,770.0,680.5666666666667
2019-11-18,Monday,11,47,0,2019,1309,857,3,730,1000,730.0,760.0,770.7142857142857,681.4333333333333
2019-11-19,Tuesday,11,47,0,2019,1605,788,3,730,1000,857.0,739.0,784.5714285714286,692.3666666666667
2019-11-20,Wednesday,11,47,0,2019,1383,775,3,730,1000,788.0,854.0,791.5714285714286,704.6
2019-11-21,Thursday,11,47,0,2019,1590,756,3,730,1000,775.0,795.0,780.2857142857143,706.8666666666667
2019-11-22,Friday,11,47,0,2019,1321,805,3,730,1000,756.0,890.0,774.7142857142857,711.3
2019-11-23,Saturday,11,47,1,2019,1258,749,3,730,1000,805.0,627.0,762.5714285714286,714.2333333333333
2019-11-24,Sunday,11,47,1,2019,1123,706,3,730,1000,749.0,730.0,780.0,719.1666666666666
2019-11-25,Monday,11,48,0,2019,1567,736,3,730,1000,706.0,857.0,776.5714285714286,724.0666666666667
2019-11-26,Tuesday,11,48,0,2019,1396,854,3,730,1000,736.0,788.0,759.2857142857143,727.3
2019-11-27,Wednesday,11,48,0,2019,1198,845,3,730,1000,854.0,775.0,768.7142857142857,736.1333333333333
2019-11-28,Thursday,11,48,0,2019,1392,772,3,730,1000,845.0,756.0,778.7142857142857,745.4333333333333
2019-11-29,Friday,11,48,0,2019,1342,928,3,730,1000,772.0,805.0,781.0,746.4666666666667
2019-11-30,Saturday,11,48,1,2019,1164,673,3,730,1000,928.0,749.0,798.5714285714286,749.5666666666667
2019-12-01,Sunday,12,48,1,2019,1195,587,3,730,1000,673.0,706.0,787.7142857142857,747.3666666666667
2019-12-02,Monday,12,49,0,2019,1497,739,3,730,1000,587.0,736.0,770.7142857142857,744.6
2019-12-03,Tuesday,12,49,0,2019,1407,972,3,730,1000,739.0,854.0,771.1428571428571,749.0333333333333
2019-12-04,Wednesday,12,49,0,2019,1535,781,3,730,1000,972.0,845.0,788.0,763.0666666666667
2019-12-05,Thursday,12,49,0,2019,1508,908,3,730,1000,781.0,772.0,778.8571428571429,766.6333333333333
2019-12-06,Friday,12,49,0,2019,1293,913,3,730,1000,908.0,928.0,798.2857142857143,772.8
2019-12-07,Saturday,12,49,1,2019,1074,751,3,730,1000,913.0,673.0,796.1428571428571,779.5
2019-12-08,Sunday,12,49,1,2019,1271,864,3,730,1000,751.0,587.0,807.2857142857143,781.2
2019-12-09,Monday,12,50,0,2019,1680,1084,3,730,1000,864.0,739.0,846.8571428571429,783.5
2019-12-10,Tuesday,12,50,0,2019,1420,888,3,730,1000,1084.0,972.0,896.1428571428571,798.7666666666667
2019-12-11,Wednesday,12,50,0,2019,1409,996,3,730,1000,888.0,781.0,884.1428571428571,804.2
2019-12-12,Thursday,12,50,0,2019,1540,904,3,730,1000,996.0,908.0,914.8571428571429,812.0666666666667
2019-12-13,Friday,12,50,0,2019,1459,1078,3,730,1000,904.0,913.0,914.2857142857143,817.5666666666667
2019-12-14,Saturday,12,50,1,2019,1271,695,3,730,1000,1078.0,751.0,937.8571428571429,825.0333333333333
2019-12-15,Sunday,12,50,1,2019,1400,686,3,730,1000,695.0,864.0,929.8571428571429,821.7
2019-12-16,Monday,12,51,0,2019,1597,869,3,730,1000,686.0,1084.0,904.4285714285714,814.9
2019-12-17,Tuesday,12,51,0,2019,1449,939,3,730,1000,869.0,888.0,873.7142857142857,822.9666666666667
2019-12-18,Wednesday,12,51,0,2019,1571,985,3,730,1000,939.0,996.0,881.0,829.9333333333333
2019-12-19,Thursday,12,51,0,2019,1439,918,3,730,1000,985.0,904.0,879.4285714285714,834.2
2019-12-20,Friday,12,51,0,2019,1656,1161,3,730,1000,918.0,1078.0,881.4285714285714,838.5333333333333
2019-12-21,Saturday,12,51,1,2019,1147,720,3,730,1000,1161.0,695.0,893.2857142857143,851.4
2019-12-22,Sunday,12,51,1,2019,1193,784,3,730,1000,720.0,686.0,896.8571428571429,850.2
2019-12-23,Monday,12,52,0,2019,1540,925,3,730,1000,784.0,869.0,910.8571428571429,849.5
2019-12-24,Tuesday,12,52,0,2019,1506,1032,3,730,1000,925.0,939.0,918.8571428571429,855.3666666666667
2019-12-25,Wednesday,12,52,0,2019,1633,952,3,730,1000,1032.0,985.0,932.1428571428571,866.2333333333333
2019-12-26,Thursday,12,52,0,2019,1601,1138,3,730,1000,952.0,918.0,927.4285714285714,873.4333333333333
2019-12-27,Friday,12,52,0,2019,1499,1079,3,730,1000,1138.0,1161.0,958.8571428571429,882.9
2019-12-28,Saturday,12,52,1,2019,1234,875,3,730,1000,1079.0,720.0,947.1428571428571,890.7
2019-12-29,Sunday,12,52,1,2019,1474,906,3,730,1000,875.0,784.0,969.2857142857143,894.1333333333333
2019-12-30,Monday,12,1,0,2019,1592,1140,3,730,1000,906.0,925.0,986.7142857142857,893.4
2019-12-31,Tuesday,12,1,0,2019,1510,1294,3,730,1000,1140.0,1032.0,1017.4285714285714,908.9666666666667
2020-01-01,Wednesday,1,1,0,2020,1504,1092,3,730,1000,1294.0,952.0,1054.857142857143,932.5333333333333
2020-01-02,Thursday,1,1,0,2020,1642,1391,3,730,1000,1092.0,1138.0,1074.857142857143,944.3
2020-01-03,Friday,1,1,0,2020,1735,1143,3,730,1000,1391.0,1079.0,1111.0,958.2666666666667
2020-01-04,Saturday,1,1,1,2020,1285,885,3,730,1000,1143.0,875.0,1120.142857142857,970.3333333333334
2020-01-05,Sunday,1,1,1,2020,1345,822,3,730,1000,885.0,906.0,1121.5714285714287,969.5666666666667
2020-01-06,Monday,1,2,0,2020,1509,1149,3,730,1000,822.0,1140.0,1109.5714285714287,966.5333333333333
2020-01-07,Tuesday,1,2,0,2020,1572,1037,3,730,1000,1149.0,1294.0,1110.857142857143,979.8
2020-01-08,Wednesday,1,2,0,2020,1614,1156,3,730,1000,1037.0,1092.0,1074.142857142857,985.5666666666667
2020-01-09,Thursday,1,2,0,2020,1582,937,3,730,1000,1156.0,1391.0,1083.2857142857142,987.9666666666667
2020-01-10,Friday,1,2,0,2020,1575,1223,3,730,1000,937.0,1143.0,1018.4285714285714,989.6
2020-01-11,Saturday,1,2,1,2020,1480,916,3,730,1000,1223.0,885.0,1029.857142857143,997.1666666666666
2020-01-12,Sunday,1,2,1,2020,1305,766,3,730,1000,916.0,822.0,1034.2857142857142,997.5666666666667
2020-01-13,Monday,1,3,0,2020,1614,966,3,730,1000,766.0,1149.0,1026.2857142857142,987.1666666666666
2020-01-14,Tuesday,1,3,0,2020,1466,1220,3,730,1000,966.0,1037.0,1000.1428571428571,996.2
2020-01-15,Wednesday,1,3,0,2020,1611,929,3,730,1000,1220.0,1156.0,1026.2857142857142,1014.0
2020-01-16,Thursday,1,3,0,2020,1646,1132,3,730,1000,929.0,937.0,993.8571428571429,1016.0
2020-01-17,Friday,1,3,0,2020,1489,1178,3,730,1000,1132.0,1223.0,1021.7142857142857,1022.4333333333333
2020-01-18,Saturday,1,3,1,2020,1505,806,3,730,1000,1178.0,916.0,1015.2857142857143,1028.8666666666666
2020-01-19,Sunday,1,3,1,2020,1358,738,3,730,1000,806.0,766.0,999.5714285714286,1025.1333333333334
2020-01-20,Monday,1,4,0,2020,1415,856,3,730,1000,738.0,966.0,995.5714285714286,1011.0333333333333
2020-01-21,Tuesday,1,4,0,2020,1510,1140,3,730,1000,856.0,1220.0,979.8571428571429,1015.5666666666667
2020-01-22,Wednesday,1,4,0,2020,1367,1347,3,730,1000,1140.0,929.0,968.4285714285714,1027.4333333333334
2020-01-23,Thursday,1,4,0,2020,1519,1022,3,730,1000,1347.0,1132.0,1028.142857142857,1041.5
2020-01-24,Friday,1,4,0,2020,1765,1185,3,730,1000,1022.0,1178.0,1012.4285714285714,1041.1666666666667
2020-01-25,Saturday,1,4,1,2020,1333,950,3,730,1000,1185.0,806.0,1013.4285714285714,1048.9333333333334
2020-01-26,Sunday,1,4,1,2020,1474,824,3,730,1000,950.0,738.0,1034.0,1042.6666666666667
2020-01-27,Monday,1,5,0,2020,1776,1218,3,730,1000,824.0,856.0,1046.2857142857142,1034.1666666666667
2020-01-28,Tuesday,1,5,0,2020,1478,1290,3,730,1000,1218.0,1140.0,1098.0,1045.6
2020-01-29,Wednesday,1,5,0,2020,1644,953,3,730,1000,1290.0,1347.0,1119.4285714285713,1058.4
2020-01-30,Thursday,1,5,0,2020,1935,1303,3,730,1000,953.0,1022.0,1063.142857142857,1052.1666666666667
2020-01-31,Friday,1,5,0,2020,1374,1049,3,730,1000,1303.0,1185.0,1103.2857142857142,1052.4666666666667
2020-02-01,Saturday,2,5,1,2020,1221,900,3,730,1000,1049.0,950.0,1083.857142857143,1051.0333333333333
2020-02-02,Sunday,2,5,1,2020,1357,938,3,730,1000,900.0,824.0,1076.7142857142858,1034.6666666666667
2020-02-03,Monday,2,6,0,2020,1635,1021,3,730,1000,938.0,1218.0,1093.0,1027.8333333333333
2020-02-04,Tuesday,2,6,0,2020,1530,1160,3,730,1000,1021.0,1290.0,1064.857142857143,1032.3666666666666
2020-02-05,Wednesday,2,6,0,2020,1742,1037,3,730,1000,1160.0,953.0,1046.2857142857142,1043.6333333333334
2020-02-06,Thursday,2,6,0,2020,1840,897,3,730,1000,1037.0,1303.0,1058.2857142857142,1039.9
2020-02-07,Friday,2,6,0,2020,1490,929,3,730,1000,897.0,1049.0,1000.2857142857143,1035.2333333333333
2020-02-08,Saturday,2,6,1,2020,1388,853,3,730,1000,929.0,900.0,983.1428571428571,1027.6666666666667
2020-02-09,Sunday,2,6,1,2020,1420,860,3,730,1000,853.0,938.0,976.4285714285714,1024.8666666666666
2020-02-10,Monday,2,7,0,2020,1761,1122,3,730,1000,860.0,1021.0,965.2857142857143,1012.7666666666667
2020-02-11,Tuesday,2,7,0,2020,1554,885,3,730,1000,1122.0,1160.0,979.7142857142857,1019.6333333333333
2020-02-12,Wednesday,2,7,0,2020,1728,958,3,730,1000,885.0,1037.0,940.4285714285714,1023.6
2020-02-13,Thursday,2,7,0,2020,1420,947,3,730,1000,958.0,897.0,929.1428571428571,1023.3333333333334
2020-02-14,Friday,2,7,0,2020,1709,1021,3,730,1000,947.0,929.0,936.2857142857143,1014.2333333333333
2020-02-15,Saturday,2,7,1,2020,1348,958,3,730,1000,1021.0,853.0,949.4285714285714,1017.3
2020-02-16,Sunday,2,7,1,2020,1265,655,3,730,1000,958.0,860.0,964.4285714285714,1011.5
2020-02-17,Monday,2,8,0,2020,1399,1256,3,730,1000,655.0,1122.0,935.1428571428571,994.0666666666667
2020-02-18,Tuesday,2,8,0,2020,1644,999,3,730,1000,1256.0,885.0,954.2857142857143,1009.0666666666667
2020-02-19,Wednesday,2,8,0,2020,1488,1154,3,730,1000,999.0,958.0,970.5714285714286,1017.7666666666667
2020-02-20,Thursday,2,8,0,2020,1515,837,3,730,1000,1154.0,947.0,998.5714285714286,1027.7
2020-02-21,Friday,2,8,0,2020,1607,1003,3,730,1000,837.0,1021.0,982.8571428571429,1017.6
2020-02-22,Saturday,2,8,1,2020,1258,993,3,730,1000,1003.0,958.0,980.2857142857143,1006.1333333333333
2020-02-23,Sunday,2,8,1,2020,1157,874,3,730,1000,993.0,655.0,985.2857142857143,1005.1666666666666
2020-02-24,Monday,2,9,0,2020,1612,1153,3,730,1000,874.0,1256.0,1016.5714285714286,994.8
2020-02-25,Tuesday,2,9,0,2020,1795,1006,3,730,1000,1153.0,999.0,1001.8571428571429,1001.5666666666667
2020-02-26,Wednesday,2,9,0,2020,1750,984,3,730,1000,1006.0,1154.0,1002.8571428571429,1007.6333333333333
2020-02-27,Thursday,2,9,0,2020,1573,1036,3,730,1000,984.0,837.0,978.5714285714286,999.8333333333334
2020-02-28,Friday,2,9,0,2020,1736,1122,3,730,1000,1036.0,1003.0,1007.0,991.3666666666667
2020-02-29,Saturday,2,9,1,2020,1477,982,3,730,1000,1122.0,993.0,1024.0,997.0
2020-03-01,Sunday,3,9,1,2020,1342,784,3,730,1000,982.0,874.0,1022.4285714285714,986.3
2020-03-02,Monday,3,10,0,2020,1565,1019,3,730,1000,784.0,1153.0,1009.5714285714286,977.4666666666667
2020-03-03,Tuesday,3,10,0,2020,1564,1211,3,730,1000,1019.0,1006.0,990.4285714285714,981.4333333333333
2020-03-04,Wednesday,3,10,0,2020,1534,1139,3,730,1000,1211.0,984.0,1019.7142857142857,990.5333333333333
2020-03-05,Thursday,3,10,0,2020,1552,1037,3,730,1000,1139.0,1036.0,1041.857142857143,994.4666666666667
2020-03-06,Friday,3,10,0,2020,1530,1049,3,730,1000,1037.0,1122.0,1042.0,990.3666666666667
2020-03-07,Saturday,3,10,1,2020,1480,893,3,730,1000,1049.0,982.0,1031.5714285714287,990.7666666666667
2020-03-08,Sunday,3,10,1,2020,1370,753,3,730,1000,893.0,784.0,1018.8571428571429,990.6333333333333
2020-03-09,Monday,3,11,0,2020,1647,1013,3,730,1000,753.0,1019.0,1014.4285714285714,984.7666666666667
2020-03-10,Tuesday,3,11,0,2020,1572,1031,3,730,1000,1013.0,1211.0,1013.5714285714286,990.1
2020-03-11,Wednesday,3,11,0,2020,1659,1149,3,730,1000,1031.0,1139.0,987.8571428571429,995.8
2020-03-12,Thursday,3,11,0,2020,1387,1012,3,730,1000,1149.0,1037.0,989.2857142857143,996.7
2020-03-13,Friday,3,11,0,2020,1636,1268,3,730,1000,1012.0,1049.0,985.7142857142857,1000.9333333333333
2020-03-14,Saturday,3,11,1,2020,1433,725,3,730,1000,1268.0,893.0,1017.0,1011.2666666666667
2020-03-15,Sunday,3,11,1,2020,1289,1061,3,730,1000,725.0,753.0,993.0,1003.8666666666667
2020-03-16,Monday,3,12,0,2020,1639,1039,3,730,1000,1061.0,1013.0,1037.0,1005.2
2020-03-17,Tuesday,3,12,0,2020,1532,1077,3,730,1000,1039.0,1031.0,1040.7142857142858,1007.9
2020-03-18,Wednesday,3,12,0,2020,1581,1073,3,730,1000,1077.0,1149.0,1047.2857142857142,1021.9666666666667
2020-03-19,Thursday,3,12,0,2020,1689,970,3,730,1000,1073.0,1012.0,1036.4285714285713,1015.8666666666667
2020-03-20,Friday,3,12,0,2020,1393,1327,3,730,1000,970.0,1268.0,1030.4285714285713,1014.9
2020-03-21,Saturday,3,12,1,2020,1318,811,3,730,1000,1327.0,725.0,1038.857142857143,1020.6666666666666
2020-03-22,Sunday,3,12,1,2020,1286,886,3,730,1000,811.0,1061.0,1051.142857142857,1019.8
2020-03-23,Monday,3,13,0,2020,1706,1061,3,730,1000,886.0,1039.0,1026.142857142857,1015.9
2020-03-24,Tuesday,3,13,0,2020,1600,1022,3,730,1000,1061.0,1077.0,1029.2857142857142,1018.1666666666666
2020-03-25,Wednesday,3,13,0,2020,1775,1137,3,730,1000,1022.0,1073.0,1021.4285714285714,1023.1
2020-03-26,Thursday,3,13,0,2020,1499,1212,3,730,1000,1137.0,970.0,1030.5714285714287,1022.5666666666667
2020-03-27,Friday,3,13,0,2020,1797,1041,3,730,1000,1212.0,1327.0,1065.142857142857,1029.4333333333334
2020-03-28,Saturday,3,13,1,2020,1533,807,3,730,1000,1041.0,811.0,1024.2857142857142,1031.3333333333333
2020-03-29,Sunday,3,13,1,2020,1429,804,3,730,1000,807.0,886.0,1023.7142857142857,1023.7
2020-03-30,Monday,3,14,0,2020,1377,1109,3,730,1000,804.0,1061.0,1012.0,1013.1
2020-03-31,Tuesday,3,14,0,2020,1770,1055,3,730,1000,1109.0,1022.0,1018.8571428571429,1017.3333333333334
2020-04-01,Wednesday,4,14,0,2020,1798,1023,3,730,1000,1055.0,1137.0,1023.5714285714286,1026.3666666666666
2020-04-02,Thursday,4,14,0,2020,1912,903,3,730,1000,1023.0,1212.0,1007.2857142857143,1026.5
2020-04-03,Friday,4,14,0,2020,1837,1049,3,730,1000,903.0,1041.0,963.1428571428571,1016.2333333333333
2020-04-04,Saturday,4,14,1,2020,1480,863,3,730,1000,1049.0,807.0,964.2857142857143,1013.2333333333333
2020-04-05,Sunday,4,14,1,2020,1417,854,3,730,1000,863.0,804.0,972.2857142857143,1007.4333333333333
2020-04-06,Monday,4,15,0,2020,1846,1022,3,730,1000,854.0,1109.0,979.4285714285714,1000.9333333333333
2020-04-07,Tuesday,4,15,0,2020,1780,1007,3,730,1000,1022.0,1055.0,967.0,1005.2333333333333
2020-04-08,Wednesday,4,15,0,2020,1657,1040,3,730,1000,1007.0,1023.0,960.1428571428571,1013.7
2020-04-09,Thursday,4,15,0,2020,1587,1001,3,730,1000,1040.0,903.0,962.5714285714286,1014.6
2020-04-10,Friday,4,15,0,2020,1734,905,3,730,1000,1001.0,1049.0,976.5714285714286,1013.6
2020-04-11,Saturday,4,15,1,2020,1402,696,3,730,1000,905.0,863.0,956.0,1005.4666666666667
2020-04-12,Sunday,4,15,1,2020,1353,844,3,730,1000,696.0,854.0,932.1428571428571,994.9333333333333
2020-04-13,Monday,4,16,0,2020,1745,1094,3,730,1000,844.0,1022.0,930.7142857142857,980.8
2020-04-14,Tuesday,4,16,0,2020,1700,1052,3,730,1000,1094.0,1007.0,941.0,993.1
2020-04-15,Wednesday,4,16,0,2020,1679,929,3,730,1000,1052.0,1040.0,947.4285714285714,992.8
2020-04-16,Thursday,4,16,0,2020,1767,964,3,730,1000,929.0,1001.0,931.5714285714286,989.1333333333333
2020-04-17,Friday,4,16,0,2020,1755,978,3,730,1000,964.0,905.0,926.2857142857143,985.3666666666667
2020-04-18,Saturday,4,16,1,2020,1282,972,3,730,1000,978.0,696.0,936.7142857142857,982.2
2020-04-19,Sunday,4,16,1,2020,1374,840,3,730,1000,972.0,844.0,976.1428571428571,982.2666666666667
2020-04-20,Monday,4,17,0,2020,1718,1149,3,730,1000,840.0,1094.0,975.5714285714286,966.0333333333333
2020-04-21,Tuesday,4,17,0,2020,1729,880,3,730,1000,1149.0,1052.0,983.4285714285714,977.3
2020-04-22,Wednesday,4,17,0,2020,1545,915,3,730,1000,880.0,929.0,958.8571428571429,977.1
2020-04-23,Thursday,4,17,0,2020,1787,1059,3,730,1000,915.0,964.0,956.8571428571429,972.2333333333333
2020-04-24,Friday,4,17,0,2020,1709,1008,3,730,1000,1059.0,978.0,970.4285714285714,973.4666666666667
2020-04-25,Saturday,4,17,1,2020,1482,831,3,730,1000,1008.0,972.0,974.7142857142857,969.1666666666666
2020-04-26,Sunday,4,17,1,2020,1341,765,3,730,1000,831.0,840.0,954.5714285714286,956.4666666666667
2020-04-27,Monday,4,18,0,2020,1772,1026,3,730,1000,765.0,1149.0,943.8571428571429,947.2666666666667
2020-04-28,Tuesday,4,18,0,2020,1969,1178,3,730,1000,1026.0,880.0,926.2857142857143,954.5666666666667
2020-04-29,Wednesday,4,18,0,2020,1980,931,3,730,1000,1178.0,915.0,968.8571428571429,967.0333333333333
2020-04-30,Thursday,4,18,0,2020,1733,1109,3,730,1000,931.0,1059.0,971.1428571428571,961.1
2020-05-01,Friday,5,18,0,2020,1723,1033,3,730,1000,1109.0,1008.0,978.2857142857143,962.9
2020-05-02,Saturday,5,18,1,2020,1300,785,3,730,1000,1033.0,831.0,981.8571428571429,963.2333333333333
2020-05-03,Sunday,5,18,1,2020,1427,853,3,730,1000,785.0,765.0,975.2857142857143,959.3
2020-05-04,Monday,5,19,0,2020,1481,990,3,730,1000,853.0,1026.0,987.8571428571429,952.7666666666667
2020-05-05,Tuesday,5,19,0,2020,1634,982,3,730,1000,990.0,1178.0,982.7142857142857,957.0
2020-05-06,Wednesday,5,19,0,2020,1598,804,3,730,1000,982.0,931.0,954.7142857142857,961.2666666666667
2020-05-07,Thursday,5,19,0,2020,1548,976,3,730,1000,804.0,1109.0,936.5714285714286,954.0
2020-05-08,Friday,5,19,0,2020,1595,936,3,730,1000,976.0,1033.0,917.5714285714286,952.9666666666667
2020-05-09,Saturday,5,19,1,2020,1498,887,3,730,1000,936.0,785.0,903.7142857142857,949.5
2020-05-10,Sunday,5,19,1,2020,1376,845,3,730,1000,887.0,853.0,918.2857142857143,945.7
2020-05-11,Monday,5,20,0,2020,1782,1053,3,730,1000,845.0,990.0,917.1428571428571,943.7
2020-05-12,Tuesday,5,20,0,2020,1632,803,3,730,1000,1053.0,982.0,926.1428571428571,955.6
2020-05-13,Wednesday,5,20,0,2020,1747,957,3,730,1000,803.0,804.0,900.5714285714286,954.2333333333333
2020-05-14,Thursday,5,20,0,2020,1473,954,3,730,1000,957.0,976.0,922.4285714285714,949.6666666666666
